id,unit_type,no_of_room,no_of_bed,no_of_bath,host_id,host_name,neighbourhood_group,neighbourhood,city,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,number_of_reviews_ltm,rating,license,is_new,calendar.count_demand,calendar.min_night,calendar.max_night
873121677689840173,Home , 3 bedrooms , 4 beds , 2 baths,173557229,Anuk,,Mount Pleasant,Vancouver ,49.25985204,-123.0899497,Entire home/apt,0,3,6,8/22/2023,1.22,1,6,5,License,N,365,3,1125
873347642082088860,Rental unit , 1 bedroom , 1 bed , 1 bath,74299639,Claudio,,Downtown,Vancouver ,49.27311,-123.12111,Private room,74,30,0,null,0,1,0,0,Unlicense,null,203,30,365
873417370323478990,Home , 1 bedroom , 1 bed , 1 bath,2715614,Jasmine,,Kensington-Cedar Cottage,Vancouver ,49.2516413,-123.0861862,Entire home/apt,85,30,1,11/18/2023,1,1,1,0,License,null,239,30,365
873536889577800875,Condo , 1 bedroom , 2 beds , 1 bath,486251819,George,,Downtown,Vancouver ,49.28097,-123.12615,Entire home/apt,77,3,30,12/3/2023,4.07,4,30,4.94,License,N,313,4,1125
855605649717425476,Rental unit , 1 bedroom , 2 beds , 1 shared bath,503505957,Ben,,Downtown,Vancouver ,49.29387605,-123.1342759,Private room,155,20,1,4/30/2023,0.13,2,1,0,License,null,0,0,0
873905032629462036,Rental unit , 1 bedroom , 2 beds , 1 bath,227662329,Jordan,,Downtown,Vancouver ,49.27770279,-123.1248171,Entire home/apt,123,30,1,7/31/2023,0.22,134,1,0,Unlicense,null,274,30,1125
874159355109620767,Home , 1 bedroom , 1 bed , Half-bath,88405999,Kristy,,Kerrisdale,Vancouver ,49.22241692,-123.1520187,Private room,64,30,1,10/6/2023,0.43,6,1,0,Unlicense,null,107,30,365
874176581116983932,Rental unit , 1 bedroom , 1 bed , 1 bath,115094557,Darren,,Kitsilano,Vancouver ,49.2689339,-123.163512,Entire home/apt,160,30,0,null,0,1,0,0,Unlicense,null,186,30,365
874203324778449378,Home , 1 bedroom , 1 bed , 1 bath,50941822,Cathy,,Shaughnessy,Vancouver ,49.23635575,-123.1310499,Private room,160,1,1,6/10/2023,0.16,4,1,0,License,null,19,1,365
874592236350095016,Home , 8 bedrooms , 9 beds , 4.5 baths,215026365,Bellie,,Riley Park,Vancouver ,49.25292768,-123.0913757,Entire home/apt,2000,1,0,null,0,19,0,0,Exempt,null,1,1,365
874598062923367204,Rental unit , 1 bedroom , 1 bed , 1 bath,227662329,Jordan,,Kitsilano,Vancouver ,49.26914443,-123.1472411,Entire home/apt,132,30,3,10/5/2023,0.45,134,3,5,Unlicense,N,242,30,1125
874607598592266223,Home , 8 bedrooms , 9 beds , 4.5 baths,357531934,Billie,,Riley Park,Vancouver ,49.25452693,-123.091783,Entire home/apt,2000,1,0,null,0,19,0,0,Exempt,null,1,1,365
874633861077921368,Guest suite , 2 bedrooms , 4 beds , 1 bath,109874928,Wilrose,,Kensington-Cedar Cottage,Vancouver ,49.24302097,-123.0718232,Entire home/apt,128,3,38,11/27/2023,5.7,1,38,4.97,License,N,306,3,36
874769853535196417,Home , 1 bedroom , 1 bed , 1 shared bath,58410001,Lola,,Victoria-Fraserview,Vancouver ,49.21484552,-123.0768705,Private room,88,30,1,10/7/2023,0.44,9,1,0,Unlicense,null,21,30,365
874839543402256795,Home , 3 bedrooms , 4 beds , 3 baths,40651295,Kristin,,Dunbar Southlands,Vancouver ,49.24180174,-123.1818092,Entire home/apt,0,7,0,null,0,1,0,0,License,null,154,7,365
874865225757959266,Home , 1 bedroom , 3 beds , 1 bath,511153154,Xia,,West Point Grey,Vancouver ,49.2650144,-123.2125948,Entire home/apt,230,1,14,8/25/2023,1.83,1,14,5,License,N,325,1,1125
874897589530418206,Townhouse , 1 bedroom , 1 bed , 1 private bath,245163861,Yvonne,,Kitsilano,Vancouver ,49.25810681,-123.1697225,Private room,180,1,16,10/6/2023,2.64,1,16,4.63,License,N,266,1,5
875527694416157019,Home , 2 bedrooms , 2 beds , 1.5 baths,449217423,Vivian,,Kensington-Cedar Cottage,Vancouver ,49.24595256,-123.0798582,Entire home/apt,289,2,15,10/25/2023,2.18,3,15,4.87,License,N,94,2,365
875555946638678827,Rental unit , 2 bedrooms , 3 beds , 2 baths,190848569,Annie,,Downtown,Vancouver ,49.27951187,-123.1190822,Entire home/apt,124,30,23,10/20/2023,3.25,1,23,4.91,License,N,265,30,60
875584479911398245,Guesthouse , 1 bedroom , 1 bed , 1 bath,497487519,Alisha,,Hastings-Sunrise,Vancouver ,49.2822575,-123.0291175,Entire home/apt,85,30,2,6/18/2023,0.31,2,2,0,License,null,109,30,1125
875707714417186586,Villa , 1 bedroom , 1 bed , 1 shared bath,473893690,Kun,,Arbutus Ridge,Vancouver ,49.24146057,-123.1587138,Private room,96,10,0,null,0,7,0,0,License,null,186,10,365
876124865050413306,Rental unit , 1 bedroom , 1 bed , 1 bath,511408114,Jenny,,Downtown,Vancouver ,49.27861909,-123.1235315,Entire home/apt,111,2,14,11/25/2023,2.9,1,14,4.5,License,N,222,2,365
876295181602709254,Home , 1 bedroom , 1 bed , 1.5 shared baths,36141263,Ashley,,Dunbar Southlands,Vancouver ,49.25416,-123.18158,Private room,105,30,0,null,0,2,0,0,Unlicense,null,276,30,90
876311009101705317,Rental unit , Studio , 2 beds , 1 bath,511453456,Joy,,Downtown,Vancouver ,49.27652758,-123.1315291,Entire home/apt,289,2,25,10/13/2023,3.32,1,25,4.8,License,N,193,2,365
876513023526591798,Home , 1 bedroom , 1 bed , 1 private bath,88405999,Kristy,,Kerrisdale,Vancouver ,49.22306635,-123.1530303,Private room,88,30,1,11/3/2023,0.73,6,1,0,Unlicense,null,114,30,1125
876728814133568008,Home , 1 bedroom , 1 bed , 1 shared bath,72620554,Shelly,,Marpole,Vancouver ,49.21036,-123.12902,Private room,46,30,2,10/30/2023,0.34,5,2,0,Unlicense,null,271,30,1125
877701269137022002,Rental unit , 1 bedroom , 1 bed , 1 bath,234877529,Amanpal,,Downtown,Vancouver ,49.28073048,-123.1234379,Entire home/apt,136,2,26,12/1/2023,4.97,1,26,4.54,License,N,300,2,1125
877751497644643812,Rental unit , 1 bedroom , 2 beds , 1 bath,18206208,Jenny,,Downtown Eastside,Vancouver ,49.27982699,-123.0978411,Entire home/apt,123,2,20,11/19/2023,2.7,1,20,4.9,License,N,330,2,365
877808898941610118,Home , 4 bedrooms , 3 beds , 1.5 baths,135398535,Madeleine,,Downtown Eastside,Vancouver ,49.2799948,-123.0885577,Entire home/apt,0,30,0,null,0,1,0,0,Unlicense,null,365,30,40
877924240375595477,Guesthouse , 2 bedrooms , 3 beds , 1.5 baths,511816313,Khou,,Sunset,Vancouver ,49.22891043,-123.1044206,Entire home/apt,181,2,26,11/26/2023,3.51,1,26,4.88,License,N,180,2,28
877990507057421467,Rental unit , 2 bedrooms , 2 beds , 1 bath,23975517,I&A,,Downtown,Vancouver ,49.28206427,-123.1234563,Entire home/apt,215,30,3,12/2/2023,0.46,1,3,5,Unlicense,N,273,30,1125
878367183104714995,Rental unit , 2 bedrooms , 2 beds , 2 baths,499268524,Shuo,,Downtown,Vancouver ,49.2778214,-123.1296535,Entire home/apt,298,30,7,9/29/2023,1.11,2,7,4,License,N,186,30,365
878996826803787051,Guest suite , 1 bedroom , 2 beds , 1 bath,512059464,Xue,,West Point Grey,Vancouver ,49.26326905,-123.1986673,Entire home/apt,91,1,96,12/8/2023,12.58,1,96,4.86,License,N,68,1,1125
879125409927988572,Home , 1 bedroom , 1 bed , 1 private bath,385398255,Yi Yun,,Dunbar Southlands,Vancouver ,49.25647218,-123.1906665,Private room,122,1,5,9/18/2023,0.78,3,5,4.6,License,N,272,1,365
879154002670373999,Home , 1 bedroom , 1 bed , 1 bath,39397410,Dan,,Riley Park,Vancouver ,49.25526134,-123.1077119,Entire home/apt,90,30,3,11/5/2023,0.52,3,3,4.67,Unlicense,N,270,30,1125
879572837548188218,Condo , 2 bedrooms , 3 beds , 2 baths,596722,Debbie,,Downtown,Vancouver ,49.27826377,-123.1167056,Entire home/apt,249,30,2,8/29/2023,0.4,1,2,0,Unlicense,null,160,30,1125
879616912637794480,Rental unit , 2 bedrooms , 2 beds , 2 baths,135352758,Cesar,,Downtown,Vancouver ,49.27541093,-123.116141,Entire home/apt,0,1,5,5/28/2023,0.68,2,5,4.6,Exempt,N,365,1,1125
879682917640889115,Rental unit , 1 bedroom , 1 bed , 1 bath,39380111,Petr,,Downtown Eastside,Vancouver ,49.27950591,-123.0983304,Entire home/apt,130,30,1,8/24/2023,0.27,1,1,0,Unlicense,null,1,30,365
879778381989243821,Rental unit , 2 bedrooms , 3 beds , 2.5 baths,500936478,Erin,,West End,Vancouver ,49.27820317,-123.1307572,Entire home/apt,171,5,12,12/5/2023,1.78,1,12,5,License,N,290,5,1125
879820910061119645,Rental unit , 2 bedrooms , 2 beds , 1 bath,197127241,Jacob,,Kitsilano,Vancouver ,49.26485966,-123.1572221,Entire home/apt,130,30,2,11/13/2023,0.55,26,2,0,Unlicense,null,295,30,365
879835287970438633,Rental unit , 2 bedrooms , 3 beds , 2 baths,511136760,Nestoria Estates,,Downtown,Vancouver ,49.27765021,-123.1202385,Entire home/apt,230,22,19,11/23/2023,3.22,1,19,4.95,License,N,216,20.72222222,365
879844355399880625,Condo , 1 bedroom , 1 bed , 1 bath,30912317,Jack,,Downtown,Vancouver ,49.2737026,-123.1281757,Entire home/apt,146,30,1,8/15/2023,0.25,1,1,0,Unlicense,null,39,30,365
880013120770708061,Rental unit , 2 bedrooms , 2 beds , 1 bath,331178189,Jan,,Downtown Eastside,Vancouver ,49.28075026,-123.1085456,Entire home/apt,113,1,15,11/26/2023,2.24,1,15,4.93,License,N,10,4.2,365
880022574273014457,Townhouse , 3 bedrooms , 3 beds , 2.5 baths,74454535,?,,Hastings-Sunrise,Vancouver ,49.26930586,-123.0464665,Entire home/apt,351,2,7,10/23/2023,1.15,5,7,4.71,License,N,274,2,1125
880023042137651461,Townhouse , 3 bedrooms , 3 beds , 2.5 baths,74454535,?,,Hastings-Sunrise,Vancouver ,49.26887,-123.047,Entire home/apt,351,2,12,9/3/2023,1.93,5,12,4.17,License,N,272,2,1125
880440530650220931,Home , 1 bedroom , 2 beds , 1 bath,200467062,Elena,,West Point Grey,Vancouver ,49.26143244,-123.2010842,Entire home/apt,135,1,15,11/26/2023,2.24,18,15,4.47,License,N,1,1,365
880607026059023784,Rental unit , 2 bedrooms , 3 beds , 1 bath,425256638,Tao,,Downtown,Vancouver ,49.27909804,-123.1074712,Entire home/apt,151,2,41,11/27/2023,6.15,1,41,4.73,License,N,128,2,1125
880623060564199033,Home , 1 bedroom , 2 beds , 1 private bath,512388090,Yan,,Kensington-Cedar Cottage,Vancouver ,49.24166307,-123.0621537,Private room,75,2,13,10/11/2023,2.2,1,13,4.85,License,N,313,2,1125
880826647521093598,Rental unit , 3 bedrooms , 3 beds , 2 baths,94093489,Jen,,Marpole,Vancouver ,49.21157276,-123.1171465,Entire home/apt,185,30,2,8/20/2023,0.37,5,2,0,Exempt,null,1,30,365
880831046117405555,Condo , 1 bedroom , 2 beds , 1.5 baths,303202135,Felicia,,Downtown Eastside,Vancouver ,49.28083991,-123.1052674,Entire home/apt,169,1,18,12/11/2023,3.75,1,18,4.89,License,N,304,1,1125
881116357927815580,Guest suite , 1 bedroom , 1 bed , 1 bath,509062032,Huong,,Killarney,Vancouver ,49.2307938,-123.0246515,Entire home/apt,64,1,72,12/12/2023,9.95,1,72,4.89,License,N,65,1,365
881266285766913222,Home , 2 bedrooms , 2 beds , 2 baths,447819536,Laurena,,Dunbar Southlands,Vancouver ,49.25051269,-123.1856925,Entire home/apt,250,3,1,9/4/2023,0.3,1,1,0,License,null,352,3,1125
881355111685243680,Rental unit , 2 bedrooms , 3 beds , 1.5 baths,369995721,Bita,,Downtown,Vancouver ,49.27527678,-123.1186214,Entire home/apt,170,31,1,8/12/2023,0.24,1,1,0,Unlicense,null,316,31,70
881866425095040351,Home , 5 bedrooms , 6 beds , 5.5 baths,74806205,Adam,,Kitsilano,Vancouver ,49.27305394,-123.1478261,Entire home/apt,857,3,0,null,0,30,0,0,License,null,37,3,365
881910130441121868,Home , 1 bedroom , 1 bed , 1 bath,17689142,Jen,,Grandview-Woodland,Vancouver ,49.2726071,-123.0635908,Entire home/apt,135,2,7,11/12/2023,1.47,1,7,4.71,License,N,305,2,30
891552450693585975,Condo , Studio , 1 bed , 1 shared bath,128238673,Alexander,,Kitsilano,Vancouver ,49.267503,-123.1804962,Shared room,33,31,1,8/24/2023,0.27,5,1,0,License,null,294,31,365
881912793682017739,Tiny home , 2 bedrooms , 2 beds , 2 baths,259497904,Simon,,Renfrew-Collingwood,Vancouver ,49.24418658,-123.0417526,Entire home/apt,89,30,2,8/9/2023,0.31,2,2,0,License,null,31,30,1125
881917024842431156,Rental unit , 2 bedrooms , 3 beds , 2.5 baths,74806205,Adam,,West End,Vancouver ,49.2846418,-123.1247651,Entire home/apt,720,10,0,null,0,30,0,0,License,null,1,10,365
881932050780984667,Condo , 2 bedrooms , 3 beds , 2 baths,496674166,Jessie,,Downtown,Vancouver ,49.27858257,-123.1098935,Entire home/apt,180,2,26,11/26/2023,3.79,1,26,4.96,License,N,295,2,90
881948031383588268,Rental unit , 2 bedrooms , 3 beds , 2.5 baths,74806205,Adam,,Downtown,Vancouver ,49.2891006,-123.1180679,Entire home/apt,1200,10,0,null,0,30,0,0,License,null,1,10,365
882056785299629672,Condo , 1 bedroom , 3 beds , 1 bath,126619524,Mahsa,,Downtown,Vancouver ,49.2788408,-123.107399,Entire home/apt,137,2,39,12/11/2023,5.39,1,39,4.79,License,N,235,2,1125
882105563872166127,Home , 1 bedroom , 1 bed , 1 bath,4990518,Krista,,Grandview-Woodland,Vancouver ,49.26798,-123.0678,Entire home/apt,116,3,25,11/26/2023,3.91,1,25,4.8,License,N,223,2.941704036,1125
882122432710875359,Condo , 1 bedroom , 2 beds , 1 private bath,512718761,Hamza,,Fairview,Vancouver ,49.27084632,-123.1423191,Private room,100,30,0,null,0,1,0,0,Unlicense,null,1,30,365
882126103963167188,Rental unit , 1 bedroom , 1 bed , 1 bath,21157485,Nick,,Strathcona,Vancouver ,49.26778058,-123.0958411,Entire home/apt,133,2,13,10/13/2023,2.02,1,13,5,License,N,249,2,365
882176967377731842,Rental unit , 1 bedroom , 1 bed , 1 bath,2742136,Jayne,,Downtown,Vancouver ,49.27757911,-123.1204077,Entire home/apt,125,30,1,10/22/2023,0.56,1,1,0,Unlicense,null,173,30,180
882773005147269606,Home , 1 bedroom , 1 bed , 1 bath,510671454,Charles,,Sunset,Vancouver ,49.22793206,-123.0978714,Entire home/apt,64,2,38,12/3/2023,5.23,2,38,4.66,License,N,292,2,1125
882820464624804659,Rental unit , 2 bedrooms , 3 beds , 2 baths,512878051,Wai,,Sunset,Vancouver ,49.23072972,-123.1029922,Entire home/apt,110,30,18,10/17/2023,2.65,1,18,4.78,License,N,40,30,1125
882901809112122912,Home , 2 bedrooms , 2 beds , 1.5 baths,512893880,Lily,,Dunbar Southlands,Vancouver ,49.23393107,-123.2030276,Entire home/apt,272,2,13,8/29/2023,1.82,2,13,4.92,Exempt,N,365,2,1125
883597132279698970,Condo , 1 bedroom , 1 bed , 1 bath,376220635,Eleanor,,Downtown,Vancouver ,49.28154022,-123.1238464,Entire home/apt,109,30,1,11/4/2023,0.73,2,1,0,Unlicense,null,115,30,1125
883766402448845072,Home , 1 bedroom , 1 bed , 1 bath,180017812,Fannie,,Arbutus Ridge,Vancouver ,49.24762,-123.16338,Private room,48,30,2,10/31/2023,0.34,8,2,0,Unlicense,null,7,30,365
883766409415372796,Home , 1 bedroom , 1 bed , 1 bath,180017812,Fannie,,Arbutus Ridge,Vancouver ,49.24884,-123.16406,Private room,58,30,2,8/3/2023,0.36,8,2,0,Unlicense,null,82,30,365
883819612588751590,Condo , 1 bedroom , 2 beds , 1 bath,6643588,Beau,,Downtown,Vancouver ,49.27991166,-123.1087685,Entire home/apt,238,2,35,12/7/2023,5.22,1,35,5,License,N,242,2,1125
884117931990201898,Cave , 1 bedroom , 1 bed , 1 bath,513166024,Candy,,Downtown,Vancouver ,49.28533303,-123.1167131,Entire home/apt,178,90,0,null,0,1,0,0,Unlicense,null,7,90,365
884145014272117652,Home , 6 bedrooms , 9 beds , 7 baths,261140021,Val,,Kerrisdale,Vancouver ,49.21572905,-123.1546628,Entire home/apt,593,1,12,11/8/2023,2.09,3,12,4.75,License,N,354,1,28
884427557137061789,Condo , 1 bedroom , 1 bed , 1 bath,431157096,George,,Downtown,Vancouver ,49.28039691,-123.1187677,Entire home/apt,118,2,9,11/17/2023,1.49,1,9,5,License,N,313,2,365
884766437671288129,Condo , 3 bedrooms , 3 beds , 2.5 baths,503127636,Brie,,Downtown,Vancouver ,49.27626252,-123.1299377,Entire home/apt,0,30,3,11/12/2023,0.61,10,3,5,Unlicense,N,365,30,365
884797316700872175,Home , 1 bedroom , 2 beds , 1.5 baths,227662329,Jordan,,Mount Pleasant,Vancouver ,49.26912816,-123.1022373,Entire home/apt,106,1,21,12/1/2023,2.86,134,21,4.62,License,N,8,1.75,1125
884809245709148454,Guesthouse , 1 bedroom , 2 beds , 2 baths,136434367,Jimmy,,Sunset,Vancouver ,49.2170774,-123.1054095,Entire home/apt,104,1,40,11/26/2023,6.03,1,40,4.93,License,N,330,1,365
884809884510422913,Home , 2 bedrooms , 3 beds , 1 bath,513309138,Shivdeep,,Sunset,Vancouver ,49.22311129,-123.0924002,Entire home/apt,145,1,11,11/20/2023,2.58,1,11,4.55,License,N,354,1,29
884811688528456827,Rental unit , 1 bedroom , 1 bed , 1 bath,197127241,Jacob,,Kitsilano,Vancouver ,49.26564924,-123.1575263,Entire home/apt,100,30,2,10/1/2023,0.31,26,2,0,Unlicense,null,79,30,365
884817695276342037,Home , 4 bedrooms , 4 beds , 3 baths,80826197,Jessie,,Dunbar Southlands,Vancouver ,49.25500062,-123.1786596,Entire home/apt,1200,20,0,null,0,2,0,0,License,null,295,20,1125
884916623745439020,Rental unit , 1 bedroom , 1 bed , 1 bath,232155635,Marcelo,,Downtown Eastside,Vancouver ,49.28062576,-123.109235,Entire home/apt,415,3,7,10/22/2023,1.06,1,7,4.71,Exempt,N,187,3,365
884997345802060421,Home , 1 bedroom , 1 bed , 2 shared baths,508451613,Peiqin,,Sunset,Vancouver ,49.22345704,-123.0988841,Private room,64,1,29,11/21/2023,4.05,7,29,4.48,License,N,315,1,1125
885065449510866791,Home , 1 bedroom , 1 bed , 1 bath,40743512,Fate,,Renfrew-Collingwood,Vancouver ,49.25321726,-123.0341543,Private room,40,30,2,10/7/2023,0.58,6,2,0,Unlicense,null,265,30,60
885137289572722236,Home , 1 bedroom , 2 beds , 1 shared bath,357531934,Billie,,Riley Park,Vancouver ,49.25316623,-123.0902475,Private room,41,1,0,null,0,19,0,0,Exempt,null,1,1,365
885154046093949401,Home , 5 bedrooms , 5 beds , 6.5 baths,502202687,Xinyu,,Arbutus Ridge,Vancouver ,49.25584784,-123.1753666,Entire home/apt,881,2,8,11/26/2023,1.2,1,8,4.88,License,N,31,2,1125
885482159027317785,Home , 2 bedrooms , 2 beds , 1 bath,12305945,Jodi,,Riley Park,Vancouver ,49.24970979,-123.108066,Entire home/apt,170,30,1,9/1/2023,0.29,1,1,0,Unlicense,null,23,30,365
885575315411355144,Rental unit , 1 bedroom , 1 bed , 1 bath,151325820,Sam,,Downtown,Vancouver ,49.2745482,-123.127821,Entire home/apt,450,3,0,null,0,1,0,0,License,null,321,3,365
885596199111568650,Home , 2 bedrooms , 3 beds , 1 bath,66220333,Janine,,Killarney,Vancouver ,49.22611663,-123.0324153,Entire home/apt,95,30,3,10/29/2023,0.6,1,3,5,Unlicense,N,238,30,365
885739140054850272,Rental unit , 1 bedroom , 1 bed , 1 bath,24127370,Alison,,Downtown Eastside,Vancouver ,49.28195187,-123.0844833,Entire home/apt,113,3,15,11/19/2023,2.98,1,15,5,License,N,283,3,30
885839195138648720,Home , 1 bedroom , 2 beds , 1 bath,48108326,Stephanie,,Hastings-Sunrise,Vancouver ,49.26719217,-123.0526662,Entire home/apt,100,2,34,11/27/2023,5.13,3,34,4.91,License,N,357,2,1125
885855032997487841,Home , 1 bedroom , 1 bed , 1 bath,188209109,Haidy,,Oakridge,Vancouver ,49.22697201,-123.1124098,Private room,45,30,2,10/5/2023,0.6,20,2,0,Unlicense,null,292,30,1125
886204446775590522,Condo , 2 bedrooms , 2 beds , 2 baths,233699337,Mehri,,Downtown,Vancouver ,49.28511427,-123.1167231,Entire home/apt,190,26,0,null,0,1,0,0,License,null,282,26,365
886245271482218819,Rental unit , Studio , 1 bed , 1 bath,81742689,Jessica,,Downtown Eastside,Vancouver ,49.28078093,-123.1024895,Entire home/apt,160,30,1,7/30/2023,0.22,1,1,0,Unlicense,null,1,30,1125
886450532303972206,Rental unit , 2 bedrooms , 2 beds , 1 bath,199957422,Randal,,Kitsilano,Vancouver ,49.26083747,-123.1530664,Entire home/apt,0,2,18,8/21/2023,2.69,1,18,5,License,N,365,2,365
